time_s,command_vx,mean_vx,mean_vy,mean_yaw,mean_power_w,alive_fraction,within_tolerance_fraction
0.4,1.2,1.1586962,0.06845676,-0.012765397,44.627007,1.0,1.0
0.4,1.4,1.3269926,0.04217692,-0.11950843,91.12442,1.0,1.0
0.4,1.6,1.6408737,0.04569804,-0.03652707,185.15836,1.0,1.0
0.4,1.8,1.8908497,0.0027963398,0.13830511,180.58951,1.0,1.0
0.4,2.0,2.0565865,0.019863937,-0.03089349,381.21588,1.0,1.0
0.4,2.2,2.2561786,0.0049120123,-0.024663955,175.73837,1.0,1.0
0.4,2.4,2.4062595,0.019259814,0.06681826,549.7758,1.0,1.0
0.4,2.6,2.5532508,0.04107718,0.079897955,542.2114,1.0,1.0
0.4,2.8,2.8356495,0.049005713,-0.15151912,218.32236,1.0,0.9375
0.4,3.0,2.8431597,0.088933215,0.09268906,547.501,1.0,1.0
0.42,0.0,0.03827641,-0.016658377,-0.12086557,9.015343,1.0,1.0
0.42,0.2,0.2002137,0.020850724,-0.019209785,12.964308,1.0,1.0
0.42,0.4,0.39211732,-0.014140039,-0.05112216,12.318695,1.0,1.0
0.42,0.6,0.6046488,0.0078848405,0.002410776,12.986584,1.0,1.0
0.42,0.8,0.8755351,0.07359975,0.06803079,45.185776,1.0,1.0
0.42,1.0,1.043572,0.06655152,-0.07674456,39.60556,1.0,1.0
0.42,1.2,1.1833634,0.07084113,0.00034947062,61.55792,1.0,1.0
0.42,1.4,1.3056948,0.035236046,-0.12577355,50.05845,1.0,1.0
0.42,1.6,1.5791276,0.039142355,0.02460904,170.76947,1.0,1.0
0.42,1.8,1.8480737,0.023667037,0.07672723,228.12343,1.0,1.0
0.42,2.0,1.9932098,0.02455993,0.061244294,360.86127,1.0,1.0
0.42,2.2,2.2863905,-0.0007703089,0.046023197,145.58517,1.0,1.0
0.42,2.4,2.3597987,-0.008117237,0.013322407,313.34436,1.0,1.0
0.42,2.6,2.5536346,0.019750431,0.010663601,290.60266,1.0,1.0
0.42,2.8,2.868318,0.051132154,-0.29952404,178.33405,1.0,0.0
0.42,3.0,2.8923366,0.06952648,0.2721808,304.17682,1.0,0.1875
0.44,0.0,0.03930538,-0.0121895345,-0.12597585,2.974241,1.0,1.0
0.44,0.2,0.1945709,0.01147916,-0.05394788,8.366146,1.0,1.0
0.44,0.4,0.40885442,-0.022471862,-0.06818448,13.41008,1.0,1.0
0.44,0.6,0.59133583,0.01072375,0.0073777093,16.492224,1.0,1.0
